specie,img,id,x,y,area,area_ch,perimeter,radius_mean,radius_min,radius_max,radius_sd,diam_mean,diam_min,diam_max,major_axis,minor_axis,caliper,length,width,radius_ratio,theta,eccentricity,form_factor,narrow_factor,asp_ratio,rectangularity,pd_ratio,plw_ratio,solidity,convexity,elongation,circularity,circularity_haralick,circularity_norm,coverage,pcv
E25,3151,1,715.19655,516.40764,388409,436045.5,4025.32958,463.05767,131.33857,879.68161,213.44471,926.11534,262.67714,1759.36322,492.27434,132.79001,1687.26169,1687.93507,398.76514,6.69782,0.55324,0.96293,0.30123,0.9996,4.23291,1.73294,2.38572,1.92904,0.89075,0.84341,0.76376,41.71705,2.16945,0.29995,0.2023,3.61753
E25,3152,1,552.40058,686.52983,453142,574338,4246.83001,496.19968,115.42758,885.78285,215.84359,992.39935,230.85516,1771.56569,516.34873,161.78263,1659.83041,1676.58598,561.98057,7.67393,0.50023,0.94965,0.31573,0.99001,2.98335,2.07928,2.55859,1.89712,0.78898,0.50223,0.66481,39.80113,2.29889,0.31447,0.23601,3.48789
E25,3153,1,592.41528,630.97101,469760,504569.5,4342.45447,515.32094,150.70913,934.93171,228.34338,1030.64189,301.41825,1869.86342,543.87586,147.92194,1779.22033,1817.3729,427.5801,6.20355,0.58665,0.9623,0.31305,0.97901,4.25037,1.65419,2.44065,1.93432,0.93101,0.67479,0.76473,40.14158,2.25678,0.31185,0.24467,3.12894
E25,3154,1,699.35305,452.48452,378876,445942,4140.7093,478.76041,108.85125,916.08742,222.72581,957.52082,217.70249,1832.17484,510.78421,133.8025,1699.95588,1706.89038,440.65642,8.41596,0.58745,0.96508,0.27769,0.99594,3.87352,1.98522,2.43577,1.92811,0.84961,0.86326,0.74184,45.25352,2.14955,0.27645,0.19733,3.14194
E25,3155,1,690.03909,529.12351,495920,529082,4405.47171,491.64079,192.28427,903.94209,206.07042,983.28159,384.56855,1807.88419,508.47517,160.0535,1696.37319,1735.2206,480.23717,4.70107,0.60623,0.94917,0.3211,0.97761,3.61326,1.68035,2.59699,1.98852,0.93732,0.77826,0.72324,39.13571,2.38579,0.31991,0.25829,6.36939
E25,3156,1,693.84533,573.4977,485841,516589.5,4542.44942,504.77573,182.00506,928.60222,223.37876,1009.55146,364.01013,1857.20443,532.38994,145.75422,1817.32138,1829.16028,425.9088,5.10207,0.58876,0.96179,0.29589,0.99353,4.29472,1.60352,2.49953,2.01433,0.94048,0.81309,0.76716,42.47037,2.25973,0.29474,0.25304,5.79818
E25,3157,1,601.13228,638.52334,447321,507702.5,4226.35187,498.90774,150.66293,877.82886,217.05718,997.81549,301.32586,1755.65772,524.13463,145.91895,1709.2747,1733.90686,441.87972,5.82644,0.57881,0.96047,0.3147,0.98579,3.92393,1.71282,2.4726,1.94245,0.88107,0.5903,0.74515,39.93117,2.29851,0.31345,0.23298,3.01428
E25,3158,1,639.98688,532.53599,430671,493464.5,4252.11637,494.79594,157.97897,921.16346,228.51989,989.59188,315.95795,1842.32693,528.13643,134.54168,1743.62181,1792.99442,413.77136,5.83092,0.54312,0.96701,0.29933,0.97246,4.3333,1.72264,2.43867,1.92685,0.87275,0.8063,0.76923,41.98215,2.16522,0.2981,0.22431,3.40405
E25,3159,1,625.48024,589.59661,422734,456768.5,4277.38845,492.14385,157.8875,916.17918,223.2955,984.28771,315.775,1832.35836,523.26364,135.08365,1751.00685,1795.64312,423.5815,5.80273,0.55663,0.9661,0.29035,0.97514,4.23919,1.79924,2.44282,1.92742,0.92549,0.84739,0.76411,43.28029,2.204,0.28913,0.22017,3.75042
E25,3160,1,714.36772,519.90563,464164,522463,4158.24127,484.93301,153.2389,884.03898,208.48109,969.86601,306.4778,1768.07797,504.0685,156.60969,1688.60889,1700.41989,469.61448,5.76902,0.53687,0.95051,0.33734,0.99305,3.62088,1.72039,2.46252,1.91621,0.88842,0.85578,0.72382,37.25186,2.32603,0.33609,0.24175,3.53828
E25,3161,1,763.04303,444.05286,408310,576531,4250.55288,483.92005,105.07632,887.00173,220.93836,967.8401,210.15265,1774.00346,510.03971,151.12312,1661.43613,1671.17559,479.49924,8.4415,0.4949,0.9551,0.28399,0.99417,3.48525,1.96255,2.55836,1.97638,0.70822,0.84661,0.71308,44.24873,2.19029,0.28275,0.21266,3.20873
E25,3162,4,711.4449,541.85709,467296,496310,4372.59155,487.86667,194.00904,891.56153,213.99191,975.73334,388.01809,1783.12306,511.91502,147.4336,1744.48445,1750.19885,435.45212,4.59546,0.61205,0.95763,0.30713,0.99674,4.01927,1.63093,2.50652,2.00059,0.94154,0.80748,0.7512,40.9153,2.27984,0.30595,0.24338,5.58207
E25,3163,1,818.21542,705.35426,527054,555938,4440.81991,511.51142,166.31273,908.97001,212.11439,1023.02284,332.62546,1817.94002,527.89788,167.17726,1755.27149,1773.01874,487.17769,5.46543,0.6146,0.94853,0.33584,0.98999,3.63937,1.63887,2.52999,1.96479,0.94804,0.80541,0.72523,37.41719,2.41149,0.33465,0.27451,2.94214
E25,3164,1,719.71492,423.89618,451759,475839.5,4056.64625,475.78003,161.23261,864.07831,202.41076,951.56006,322.46523,1728.15662,493.59477,153.91225,1643.82146,1661.29219,446.32614,5.3592,0.58476,0.95014,0.34497,0.98948,3.72215,1.64131,2.46781,1.92475,0.94939,0.84968,0.73134,36.42734,2.35057,0.34366,0.23529,2.5398
E25,3165,1,740.11027,444.77367,479259,508143,3931.06551,468.14928,184.71075,818.51744,181.50132,936.29856,369.42149,1637.03488,471.77926,171.81646,1569.43429,1570.46601,496.63383,4.43135,0.61942,0.93133,0.38973,0.99934,3.16222,1.6274,2.50477,1.90173,0.94316,0.84183,0.68377,32.2441,2.57932,0.38837,0.24961,2.28261
E25,3166,1,654.89485,612.33192,514713,544455,4435.67568,503.27083,170.45928,885.50506,208.72399,1006.54166,340.91857,1771.01013,519.99229,162.6155,1733.7272,1758.82655,474.72746,5.19482,0.56015,0.94984,0.32874,0.98573,3.70492,1.62219,2.55846,1.98593,0.94537,0.76456,0.73009,38.22561,2.41118,0.32753,0.26808,4.03198
E25,3167,1,826.92634,663.01309,528808,560025,4502.13362,505.75478,192.84516,906.83469,207.22751,1011.50956,385.69032,1813.66937,519.84808,168.75364,1754.5783,1759.15889,484.76607,4.7024,0.65597,0.94584,0.32785,0.9974,3.62888,1.61265,2.56593,2.00637,0.94426,0.73778,0.72443,38.32999,2.44058,0.32667,0.27542,3.6299
E25,3168,1,785.67538,501.00268,384117,417208,4058.43304,453.9089,173.13511,828.94669,191.94834,907.8178,346.27023,1657.89339,474.32599,133.72199,1631.65744,1638.66857,412.47303,4.78786,0.56099,0.95944,0.29306,0.99572,3.97279,1.75964,2.48731,1.97862,0.92068,0.8093,0.74829,42.87985,2.36475,0.29175,0.20006,4.37395
E25,3169,1,658.66837,562.55103,506861,528502.5,4150.37922,493.07195,185.88889,866.93555,199.38973,986.1439,371.77778,1733.8711,505.60441,165.0126,1626.28472,1689.59933,474.47506,4.66373,0.60472,0.94524,0.36976,0.96253,3.56099,1.58164,2.55206,1.91785,0.95905,0.77439,0.71918,33.98495,2.47291,0.36847,0.26399,2.51549
E25,3170,1,755.87812,446.25833,379129,407392,3607.60967,426.73944,134.08549,753.00472,171.97307,853.47888,268.17097,1506.00944,435.26904,149.03798,1410.58463,1418.64147,447.55243,5.61586,0.69557,0.93955,0.36606,0.99432,3.16978,1.67467,2.55753,1.93314,0.93062,0.85999,0.68452,34.32828,2.48143,0.36461,0.19746,2.83689
E25,3171,1,779.72299,513.96451,521918,544054,4175.68283,493.0437,216.41111,855.70826,197.77313,986.08741,432.82223,1711.41652,504.88632,165.18154,1659.45443,1697.17547,474.18311,3.95409,0.6283,0.94497,0.37615,0.97777,3.57916,1.54195,2.5163,1.92307,0.95931,0.80034,0.7206,33.40817,2.49298,0.37488,0.27183,2.78209
E25,3172,1,779.30494,574.6072,463383,479789,3803.40866,456.44894,199.52384,783.62763,173.36984,912.89789,399.04768,1567.25526,460.24683,162.9914,1502.75381,1526.38913,449.72043,3.92749,0.69132,0.93519,0.40254,0.98452,3.39408,1.48138,2.53096,1.9247,0.96581,0.7772,0.70537,31.21806,2.6328,0.40115,0.24135,2.80985
E25,3173,1,851.15356,521.03041,537480,552529,3970.67063,478.85351,222.14622,792.74128,172.17305,957.70702,444.29243,1585.48255,475.30347,181.71928,1555.22603,1559.62247,503.37622,3.56856,0.71764,0.92403,0.4284,0.99718,3.09832,1.46066,2.55311,1.92471,0.97276,0.83384,0.67724,29.3336,2.78123,0.42707,0.27994,3.23236
E25,3174,1,765.01526,538.91937,525629,561345,4346.88889,509.91493,224.29844,899.66902,202.76654,1019.82986,448.59688,1799.33804,523.26065,165.27165,1724.46224,1797.66752,492.82968,4.01104,0.61556,0.94881,0.34957,0.95928,3.64764,1.68549,2.52072,1.89779,0.93637,0.84091,0.72585,35.94825,2.51479,0.34833,0.27377,2.94073
E25,3175,1,699.59445,502.49103,484557,518016.5,4168.33759,490.67062,206.08119,859.30805,200.57765,981.34125,412.16238,1718.6161,506.84796,155.18672,1680.48802,1708.57301,448.5781,4.16975,0.62275,0.95197,0.35045,0.98356,3.80886,1.58171,2.48043,1.93233,0.93541,0.83424,0.73745,35.85757,2.44629,0.34916,0.25237,2.70904
E26,3176,1,786.25476,610.88246,432237,439399.5,3415.3557,417.96894,229.96384,712.3083,141.86377,835.93789,459.92768,1424.61659,407.86682,168.70481,1392.43994,1393.31518,473.45727,3.09748,-0.0098,0.91045,0.46565,0.99937,2.94285,1.52619,2.45278,1.82955,0.9837,0.86765,0.66019,26.98671,2.94627,0.46403,0.22512,2.25701
E26,3177,1,792.4716,609.16399,441444,448375.5,3455.84098,429.43801,202.66072,736.05759,158.27917,858.87601,405.32144,1472.11517,427.55144,163.28137,1460,1461.98762,452.53856,3.63197,0.00486,0.9242,0.46449,0.99864,3.23064,1.49873,2.36701,1.80506,0.98454,0.89843,0.69046,27.05402,2.71317,0.46289,0.22992,1.95514
E26,3178,1,715.9266,666.80535,452774,476919,3982.5285,482.87103,183.01124,868.15589,203.74853,965.74207,366.02249,1736.31178,503.27514,146.21748,1695.52942,1709.78663,420.46875,4.74373,0.52255,0.95687,0.35873,0.99166,4.06638,1.58779,2.34884,1.86951,0.94937,0.70527,0.75408,35.02969,2.36994,0.35742,0.23582,2.4038
E26,3179,1,730.49209,689.63365,466332,474919.5,3714.51421,463.39854,213.74098,804.17901,182.98588,926.79708,427.48196,1608.35802,472.86836,156.86585,1573.82369,1574.87899,449.52518,3.7624,0.49754,0.94337,0.42472,0.99933,3.50343,1.51812,2.36018,1.83487,0.98192,0.8377,0.71457,29.58754,2.53243,0.42329,0.24288,1.64815
E26,3180,1,717.41937,597.14858,548808,561090.5,3938.50411,490.79361,229.57609,854.7548,182.21811,981.58721,459.15219,1709.5096,492.14807,178.49941,1632,1659.45585,493.81169,3.72319,0.49953,0.93191,0.4446,0.98345,3.3605,1.49316,2.4133,1.82908,0.97811,0.89072,0.70243,28.26456,2.69344,0.44326,0.28584,2.19402
E26,3181,1,694.5186,599.50578,591683,607299.5,4107.94271,508.45385,229.15213,888.9076,187.74728,1016.90769,458.30427,1777.81521,508.19853,188.41018,1694.42645,1694.22744,539.98992,3.87912,0.53132,0.92874,0.44061,1.00012,3.13752,1.54621,2.42439,1.83865,0.97429,0.88131,0.68128,28.52067,2.70818,0.43932,0.30817,2.1647
E26,3182,1,760.93263,584.75999,570097,579596.5,3792.28881,473.45576,256.97069,771.64379,154.61416,946.91152,513.94139,1543.28759,457.20166,197.54784,1513.06345,1536.04212,557.86741,3.00285,0.493,0.90184,0.49815,0.98504,2.75342,1.50309,2.50636,1.8111,0.98361,0.87458,0.63682,25.22633,3.06218,0.49673,0.29693,1.96328
E26,3183,1,733.4478,633.70094,570988,580180,3983.965,502.55025,236.71556,862.96991,185.29195,1005.1005,473.43112,1725.93983,503.89231,181.58256,1677.7473,1694.73344,523.5584,3.6456,0.52838,0.93281,0.45207,0.98998,3.23695,1.55396,2.37459,1.79596,0.98416,0.89898,0.69107,27.79739,2.71221,0.45073,0.29739,1.88518
E26,3184,1,655.78725,601.53603,552706,576892,4111.29805,509.75303,197.29314,881.77727,202.09093,1019.50606,394.58628,1763.55453,520.69119,171.92361,1694.84926,1700.36376,472.6498,4.46938,0.60055,0.94392,0.41091,0.99676,3.59751,1.45408,2.42576,1.89198,0.95808,0.6724,0.72203,30.58185,2.52239,0.40963,0.28787,1.49538
E26,3185,1,742.33259,537.97684,594909,612462,4287.86154,519.62604,190.82489,921.78881,210.58158,1039.25209,381.64979,1843.57761,531.88517,177.31776,1754.65666,1789.36441,502.2949,4.83055,0.61774,0.94279,0.40661,0.9806,3.56238,1.5108,2.4437,1.87107,0.97134,0.83713,0.71929,30.90516,2.46758,0.40539,0.30985,2.70497
E26,3186,1,718.51004,534.12363,514631,532159,4140.28081,500.22441,222.00502,864.29031,198.64573,1000.44881,444.01003,1728.58063,513.33301,161.74792,1680.17172,1726.55532,464.328,3.89311,0.55761,0.94906,0.37726,0.97314,3.7184,1.55779,2.4642,1.88978,0.96706,0.82059,0.73107,33.30916,2.51817,0.376,0.26804,3.27713
E26,3187,1,687.69747,551.34789,611245,628129,4325.68997,526.06275,236.02287,941.90134,201.98138,1052.1255,472.04574,1883.80268,531.75231,186.45828,1768.11114,1779.74498,528.3648,3.99072,0.58174,0.93651,0.4105,0.99346,3.3684,1.53843,2.4465,1.87413,0.97312,0.87028,0.70312,30.61226,2.60451,0.40929,0.31836,1.85834
E26,3188,1,836.28296,600.53534,602281,613309.5,4431.67272,532.08656,198.06613,917.44763,214.97433,1064.17312,396.13226,1834.89526,546.99091,173.5469,1794.56318,1797.2061,485.75824,4.63203,0.58866,0.94833,0.38537,0.99853,3.6998,1.4495,2.4695,1.94119,0.98202,0.84534,0.72971,32.6089,2.47512,0.38418,0.31369,2.63625
E26,3189,1,711.25447,561.05731,586629,596715,4360.58441,525.1533,213.09213,941.30441,220.98139,1050.30659,426.18425,1882.60882,544.1675,168.78089,1804.65288,1818.20284,465.28695,4.41736,0.61638,0.95068,0.38769,0.99255,3.9077,1.44211,2.4163,1.90961,0.9831,0.76975,0.7441,32.4135,2.37646,0.38649,0.30554,2.02723
E26,3190,1,710.48096,532.19663,498768,510934,4183.22907,509.35469,177.08598,931.32938,216.45945,1018.70938,354.17197,1862.65876,532.3329,151.34395,1788.36797,1794.18694,447.41072,5.25919,0.58652,0.95873,0.35817,0.99676,4.01016,1.60944,2.33913,1.86618,0.97619,0.89039,0.75063,35.08526,2.35312,0.35693,0.25977,1.68878
E26,3191,2,682.40435,526.63004,510375,534044,4129.36407,508.79944,197.15281,922.01331,210.36443,1017.59888,394.30563,1844.02662,527.29664,158.35221,1760.49198,1778.05317,462.66262,4.67664,0.57863,0.95384,0.37613,0.99012,3.84309,1.61183,2.34557,1.84288,0.95568,0.89796,0.73979,33.41004,2.41866,0.37486,0.26582,1.74332
E26,3192,1,683.39388,556.03895,660069,682500,4070.89394,522.65461,287.4465,879.53392,174.35131,1045.30923,574.893,1759.06784,509.38769,209.95625,1661.65129,1682.31014,605.43134,3.05982,0.54907,0.91111,0.50052,0.98772,2.7787,1.54306,2.44991,1.77944,0.96713,0.71456,0.64012,25.10673,2.99771,0.4992,0.34379,1.44471
E26,3193,1,710.62491,565.19891,562468,576125.5,4252.77828,521.16845,230.88137,946.25962,208.33738,1042.33691,461.76273,1892.51925,534.62896,170.82355,1791.31265,1813.47594,498.62517,4.09847,0.585,0.94758,0.39081,0.98778,3.63695,1.60764,2.37411,1.83936,0.97629,0.87283,0.72504,32.15494,2.50156,0.38957,0.29295,1.90835
E26,3194,1,761.79369,579.74936,557384,572250.5,4163.94985,520.77464,216.41596,916.5184,207.37186,1041.54928,432.83193,1833.03679,535.04124,167.11606,1777.26644,1805.75518,487.5315,4.23499,0.59941,0.94997,0.40397,0.98422,3.70387,1.57945,2.3429,1.81571,0.97402,0.896,0.73001,31.10688,2.51131,0.40272,0.2903,1.7889
E26,3195,1,668.69344,617.5055,604843,627499.5,4199.05541,523.28502,245.0045,894.54226,192.60077,1046.57004,490.00899,1789.08451,525.50558,186.4287,1737.32323,1747.78919,547.05547,3.65113,0.61294,0.93496,0.43107,0.99401,3.1949,1.5808,2.41697,1.82978,0.96389,0.72213,0.687,29.15148,2.71694,0.42981,0.31502,1.66491
E26,3196,1,696.35902,538.39402,542496,561855,4189.43008,519.28339,199.3127,942.29946,214.71056,1038.56677,398.62539,1884.59893,537.52751,163.72757,1764.23184,1803.21978,470.32607,4.72774,0.62706,0.95248,0.38842,0.97838,3.83398,1.56333,2.37465,1.84269,0.96554,0.80805,0.73917,32.35291,2.41853,0.38718,0.28255,1.68712
E26,3197,1,714.89652,581.34031,556692,565813,4103.64119,507.7614,217.59177,897.31382,202.24923,1015.52279,435.18354,1794.62764,519.37634,170.18435,1724.09396,1742.45455,486.19651,4.12384,0.57549,0.94479,0.41542,0.98946,3.58385,1.5218,2.38017,1.84131,0.98388,0.87382,0.72097,30.24989,2.51057,0.41413,0.28994,2.04474
E26,3198,1,763.91755,607.30711,648916,661866,4019.24928,512.1529,269.75979,820.74638,169.15774,1024.30579,539.51959,1641.49276,498.65774,205.5407,1629.35386,1637.05874,585.67397,3.04251,0.5534,0.9111,0.50479,0.99529,2.79517,1.47751,2.46677,1.80825,0.98043,0.84822,0.64224,24.89439,3.02766,0.50346,0.33798,1.97024
E26,3199,1,672.58182,544.0363,493012,510152.5,4256.09913,520.01109,196.14898,960.76752,226.62435,1040.02217,392.29797,1921.53504,548.08528,146.14387,1792.44665,1829.42974,409.41134,4.89815,0.61058,0.96379,0.34201,0.97978,4.46844,1.51921,2.37446,1.90103,0.9664,0.87138,0.77621,36.74227,2.29459,0.34079,0.25678,1.49837
E26,3200,1,820.04726,647.7974,748703,758738,4200.09495,536.98471,294.86355,845.64337,170.56284,1073.96941,589.7271,1691.28674,514.78879,228.97308,1670.34428,1677.54359,634.96935,2.86791,0.46098,0.89563,0.53334,0.99571,2.64193,1.42271,2.51451,1.81625,0.98677,0.88382,0.62149,23.56181,3.14831,0.53205,0.38995,1.95679
E26,3201,1,697.94861,563.4958,551703,568836,4268.80267,521.95559,211.68182,941.23084,212.61192,1043.91119,423.36364,1882.46167,538.71437,165.57642,1757.68313,1814.96269,482.86137,4.44644,0.60966,0.9516,0.38045,0.96844,3.75877,1.58849,2.42865,1.85776,0.96988,0.80989,0.73396,33.02987,2.45497,0.37923,0.28735,1.67857
E26,3202,1,652.0219,516.18161,510165,519952.5,4108.86154,509.14119,197.81432,920.28231,214.59543,1018.28239,395.62864,1840.56461,530.06367,155.86824,1752.0996,1758.12205,442.98526,4.65225,0.59186,0.95579,0.37973,0.99657,3.9688,1.52661,2.34511,1.86672,0.98118,0.88819,0.74803,33.09271,2.37256,0.37847,0.26571,1.41341
E26,3203,1,710.35408,590.62455,545282,558291,4204.31738,518.76028,211.02644,937.73262,212.83204,1037.52055,422.05289,1875.46523,536.62713,162.56698,1781.88776,1814.67463,470.1896,4.44367,0.6179,0.95301,0.38765,0.98193,3.85945,1.56477,2.35947,1.84007,0.9767,0.86383,0.7409,32.41678,2.43742,0.38641,0.284,1.89821
E26,3204,1,696.24085,534.56996,549516,564111.5,4351.78037,524.35194,214.04339,962.95978,219.89452,1048.70387,428.08678,1925.91955,544.79468,162.73849,1785.3081,1843.64233,471.47915,4.4989,0.6018,0.95434,0.36463,0.96836,3.91034,1.58183,2.43755,1.87972,0.97413,0.84161,0.74427,34.46304,2.38456,0.36344,0.28621,1.89371
E26,3205,1,669.68748,603.82403,517123,539501.5,4193.16306,518.27585,185.27859,927.8359,216.25805,1036.5517,370.55719,1855.6718,539.18299,156.9895,1762.47128,1805.57596,454.06506,5.00779,0.62212,0.95667,0.36959,0.97613,3.97647,1.5854,2.37914,1.85568,0.95852,0.85398,0.74852,34.00084,2.39656,0.36834,0.26933,1.54996
E26,3206,1,793.25343,635.77891,695836,706567.5,4322.16811,552.29882,259.5085,921.47122,204.68984,1104.59765,519.017,1842.94243,554.50788,198.59871,1828.57458,1832.31738,576.75192,3.55083,0.61296,0.93366,0.46807,0.99796,3.17696,1.51874,2.36368,1.79412,0.98481,0.86619,0.68523,26.84704,2.69822,0.46685,0.36241,1.55615
E26,3207,1,815.64648,590.901,334350,340877.5,3099.69675,380.31184,184.16467,658.32068,146.5516,760.62368,368.32935,1316.64136,383.22857,138.71746,1293.26757,1308.92273,388.74476,3.57463,-0.0978,0.93219,0.43729,0.98804,3.36705,1.52187,2.39679,1.82586,0.98085,0.84502,0.703,28.73671,2.59507,0.43549,0.17414,1.73198
E26,3208,3,897.77212,517.19104,436320,446338,3949.91623,451.94663,182.26559,796.93567,181.96266,903.89327,364.53119,1593.87133,463.16159,151.12161,1532.1684,1581.0128,436.13733,4.37239,0.5541,0.94527,0.35143,0.96911,3.62503,1.58035,2.57799,1.95817,0.97756,0.82854,0.72414,35.75779,2.48373,0.35007,0.22725,2.09625
E26,3209,1,718.5344,536.32795,561714,573195.5,4143.83001,502.77315,236.41394,897.40539,191.43004,1005.54629,472.82787,1794.81078,506.94128,180.07321,1676.58522,1700.44556,513.88517,3.79591,0.59053,0.93478,0.41108,0.98597,3.309,1.55566,2.47159,1.87137,0.97997,0.8492,0.69779,30.56952,2.62641,0.40979,0.29256,1.49611
E26,3210,1,765.98837,517.47107,591245,603160.5,4352.50411,521.17768,220.53586,903.51021,200.66675,1042.35537,441.07172,1807.02042,529.4651,177.62096,1739.59133,1772.68873,498.0177,4.09689,0.65053,0.94205,0.39219,0.98133,3.55949,1.49317,2.50203,1.91681,0.98024,0.80013,0.71906,32.04136,2.59723,0.39096,0.30794,1.76663
E26,3211,1,723.62686,531.90639,496552,510574,4115.33254,490.75297,208.7277,878.63245,200.84384,981.50594,417.45539,1757.26489,505.84437,159.01767,1683.88895,1707.59675,449.32741,4.20947,0.59036,0.9493,0.36844,0.98612,3.80034,1.5452,2.44395,1.90796,0.97254,0.85017,0.73687,34.10713,2.44346,0.36715,0.25862,1.67593
E26,3212,1,874.37385,592.94857,485372,494687.5,3530.92633,448.52696,230.4909,752.17873,155.10663,897.05391,460.9818,1504.35746,441.01044,175.31784,1463.02768,1474.77288,492.46202,3.26338,0.56991,0.91759,0.48922,0.99204,2.99469,1.49632,2.41344,1.79487,0.98117,0.89081,0.66608,25.68636,2.89173,0.4877,0.2528,1.70449
E26,3213,1,698.01295,525.8316,578587,593030,4325.05541,522.459,229.42685,936.66374,210.09836,1044.91801,458.8537,1873.32748,535.26459,174.88422,1789.0981,1812.50163,500.24419,4.08262,0.60483,0.94512,0.38868,0.98709,3.62323,1.56708,2.41745,1.8701,0.97565,0.83707,0.724,32.33067,2.48674,0.38745,0.30135,1.46564
E26,3214,1,816.92348,543.49119,433537,439706,3434.39942,428.20257,216.6648,740.71107,154.4648,856.40513,433.3296,1481.42214,425.10202,162.7789,1424.02423,1431.12586,448.75549,3.4187,0.44494,0.92378,0.46189,0.99504,3.1891,1.48136,2.41176,1.82692,0.98597,0.87117,0.68643,27.20667,2.77217,0.46032,0.2258,1.72893
E26,3215,1,776.0607,570.91879,526873,539427,3755.98016,471.44766,217.16613,812.40208,168.29144,942.89532,434.33225,1624.80416,466.50462,181.52019,1557.81193,1570.73807,505.56133,3.74092,0.48789,0.92119,0.46932,0.99177,3.10692,1.5072,2.41106,1.80898,0.97673,0.87637,0.67814,26.77569,2.80138,0.46788,0.27441,1.61436
E26,3216,1,797.33075,554.11113,435174,442532,3620.66645,437.12929,208.39725,761.69943,163.86716,874.25857,416.7945,1523.39887,438.9131,159.00028,1468.34635,1484.08366,443.53407,3.65504,0.49726,0.93208,0.41715,0.9894,3.34604,1.51259,2.46581,1.87831,0.98337,0.80604,0.70114,30.1241,2.66758,0.41567,0.22665,1.85849
E26,3217,1,753.14432,495.82858,584807,594879.5,4051.77619,504.50237,225.41744,870.29117,185.68856,1009.00473,450.83489,1740.58235,503.96507,187.11497,1658.90627,1694.32717,543.49781,3.8608,0.61099,0.92852,0.44764,0.97909,3.11745,1.57464,2.44244,1.81059,0.98307,0.86707,0.67922,28.07232,2.71693,0.44633,0.30459,1.54905
E26,3218,1,723.50937,514.52224,581044,589846,3985.96291,496.17311,242.99439,857.35949,179.38353,992.34621,485.98878,1714.71899,492.68425,188.73021,1610.19005,1643.70526,520.03809,3.52831,0.42328,0.92372,0.45957,0.97961,3.16074,1.47113,2.47546,1.84216,0.98508,0.86577,0.68362,27.34371,2.76599,0.45821,0.30263,1.59171
E26,3219,1,742.90363,529.47619,541484,563488.5,4283.48182,513.2346,211.27385,928.05089,211.26127,1026.4692,422.5477,1856.10178,529.84484,165.20638,1764.68977,1791.51268,472.31697,4.39264,0.67097,0.95015,0.37085,0.98503,3.79303,1.56267,2.42733,1.89214,0.96095,0.8395,0.73636,33.88506,2.42938,0.36962,0.28202,1.67648
E26,3220,1,726.76977,627.16634,602910,613333,4234.63614,518.30124,236.01361,907.1296,201.74765,1036.60249,472.02723,1814.2592,525.33648,182.6154,1736.25171,1769.55043,512.0462,3.84355,-0.55152,0.93764,0.4225,0.98118,3.45584,1.50286,2.43895,1.856,0.98301,0.85549,0.71063,29.74265,2.56906,0.42126,0.31402,2.03415
E26,3221,1,762.86967,556.60469,645290,658799.5,4357.77323,535.16927,239.5865,911.85104,205.56444,1070.33853,479.173,1823.70209,541.67813,187.71266,1811.50683,1812.73238,506.3273,3.80594,-0.58631,0.93804,0.42701,0.99932,3.58016,1.42236,2.40561,1.87911,0.97949,0.86199,0.72068,29.42892,2.60341,0.42581,0.33609,1.9445
E26,3222,1,722.56046,577.59707,639795,654650,4283.68283,534.59057,242.41294,911.4717,199.75505,1069.18114,484.82587,1822.94339,537.96158,190.46115,1772.23729,1784.86732,535.43843,3.76,-0.60623,0.93523,0.43814,0.99292,3.33347,1.49374,2.4171,1.84617,0.97731,0.88357,0.70001,28.68097,2.67623,0.43691,0.33323,1.88649
E26,3223,1,874.42761,571.33673,563071,583710,4283.84935,523.66213,210.76952,933.22153,210.99754,1047.32426,421.53904,1866.44307,538.5624,169.35203,1768.04779,1801.1688,472.35292,4.42769,-0.63462,0.94927,0.38557,0.98161,3.81318,1.51098,2.42293,1.88424,0.96464,0.87558,0.73775,32.59157,2.48184,0.38434,0.29327,1.62819
E26,3224,1,722.09847,622.90154,485201,512423,3927.00158,487.78975,198.5544,875.68632,199.59959,975.5795,397.1088,1751.37265,503.31283,156.34221,1641.53983,1696.85453,443.83614,4.41031,-0.51163,0.95053,0.39538,0.9674,3.82316,1.55219,2.39227,1.83446,0.94688,0.90409,0.73844,31.78341,2.44384,0.39404,0.25271,1.69115
E26,3225,1,747.92028,548.72519,502463,511465.5,3913.13153,476.65857,188.74018,830.34646,190.06354,953.31714,377.48036,1660.69292,486.86384,162.11143,1622.88139,1634.46973,428.76311,4.39942,-0.53361,0.94294,0.41235,0.99291,3.81206,1.39473,2.41122,1.8966,0.9824,0.87134,0.73767,30.47508,2.50789,0.411,0.2617,1.76496
E26,3226,1,741.47839,573.8605,508314,529303.5,3953.55793,486.5885,226.50721,859.56902,190.75438,973.177,453.01443,1719.13804,496.11653,164.35624,1665.42277,1681.08648,465.47774,3.79489,-0.54588,0.94353,0.40866,0.99068,3.61153,1.53942,2.37391,1.84181,0.96035,0.87734,0.72311,30.74993,2.55086,0.40733,0.26475,1.89521
E26,3227,1,740.93332,551.47152,656089,668490,4241.75894,529.08437,256.72942,868.69648,193.04161,1058.16874,513.45885,1737.39296,527.91392,196.19345,1727.20584,1732.38702,552.20753,3.3837,-0.55549,0.92838,0.45823,0.99701,3.1372,1.45809,2.45585,1.85668,0.98145,0.85287,0.68124,27.4239,2.74078,0.45697,0.34171,2.18111
