specie,leaf,id,x,y,area,area_ch,perimeter,radius_mean,radius_min,radius_max,radius_sd,diam_mean,diam_min,diam_max,major_axis,minor_axis,caliper,length,width,radius_ratio,theta,eccentricity,form_factor,narrow_factor,asp_ratio,rectangularity,pd_ratio,plw_ratio,solidity,convexity,elongation,circularity,circularity_haralick,circularity_norm,coverage,asm,con,cor,var,idm,sav,sva,sen,ent,dva,den,f12,f13,DGCI,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,pcv,prop_veins
E21,2553,1,805.6591290745,623.735209636,366925,368571.5,3668.7366491631,460.4144039924,149.9411316039,828.9354143642,211.2569090673,920.8288079849,299.8822632078,1657.8708287283,493.014692916,116.3289783642,1653.4243254531,1656.3108164483,318.2121333443,5.5284057516,0.5822505549,0.9717641321,0.342573757,0.998257277,5.2050523625,1.4364194274,2.2188718242,1.8580369752,0.9955327528,0.9166535425,0.8078789741,36.6822337015,2.1794051898,0.3411826419,0.1911067708,0.0406089048,1.9582964646,0.8564748708,7.82213796,0.6082009574,22.3419960695,472.0087929454,1.2072252505,1.6279920853,1.9582964646,0.5435680202,0.2520571514,0.6122400071,0.5888116065,1,0.0001135196,0.105012921,0.0009067766,0.0369163714,0.0005248197,0.0176222155,0.000293568,0.0106752962,0.00015155,0,-8.80468e-05,0.0044618088,-0.0014534964,0.002715459,-0.0008975667,0.0011619381,-0.0009101819,0.0006022866,-0.0008433389,0,0.0075196164,-0.0013188852,0.0023521142,-0.0003668774,0.0016165603,0.000119815,0.0015486097,-0.000378758,2.8144e-06,-0.239998895,0.0175427546,-0.0166590229,0.0009438654,-0.0049589119,-0.0009193913,-0.0045494659,-0.0012166066,-0.0015695977,-0.00145988,0.2081966825,0.0921550725625128
E21,2554,1,833.8654577756,667.1203640629,443486,446957.5,3988.3123343329,491.7163336998,158.9878214317,900.1433206629,224.8812950099,983.4326673995,317.9756428633,1800.2866413257,524.3851807391,131.7616157161,1757.9263352029,1759.4251275528,349.0757899141,5.6617124039,0.5914088241,0.9679173564,0.3503575295,0.9991481352,5.0402381901,1.3848750946,2.2687596485,1.8915392928,0.9922330423,0.8867879657,0.8015966781,35.8672771546,2.1865595077,0.3490769264,0.2309822917,0.0410361337,2.1621779518,0.8805802848,10.0528517349,0.5820750563,20.533448895,407.8348981075,1.1999114764,1.6490550643,2.1621779518,0.5593098275,0.2301702536,0.5907260637,0.5060593221,1,0.0061622998,0.1057815493,0.0037326174,0.0355341388,0.003130378,0.0180750395,0.0013662822,0.0102007783,0.0013822781,0,0.0025300962,0.0027543494,-0.0020093984,0.0006144969,0.0004921704,-0.0013522388,0.0003741005,0.0002779394,5.85177e-05,0,0.018823142,0.0051860839,0.0071242783,0.0032295371,0.0026707539,0.000220957,0.0007824055,0.0004552873,0.0010135391,-0.2509823655,0.0267693851,-0.0243407968,0.0103944069,-0.0095109373,0.0021881121,-0.0056474066,0.0008008049,-0.0033961959,-0.0007285905,0.1896539512,0.109031626702985
E21,2555,1,844.6410709134,587.9834090791,407119,410491.5,3930.4422766478,492.2779418584,152.0554418482,888.5607278704,226.6585255527,984.5558837169,304.1108836965,1777.1214557408,528.0702819665,121.8085868087,1764.5055964774,1775.4608034674,335.5377654005,5.8436627921,0.5979400062,0.9730326619,0.3311680189,0.9938296543,5.2913888884,1.4632924294,2.2275034347,1.8618877031,0.9917842391,0.8935820828,0.8110137015,37.9456043321,2.1718924565,0.3298697642,0.2120411458,0.0795706967,1.0603959103,0.886465858,5.6699428529,0.7034984388,16.7480946418,263.9219725407,1.0540640238,1.3372093065,1.0603959103,0.4405516653,0.2951563876,0.6089975766,0.641285422,1,-0.000166311,0.1051133557,0.0024155593,0.0367412934,0.0013301338,0.018010101,0.0004455118,0.0108835294,0.0004977666,0,0.0014822329,0.0050046546,0.0013739992,0.0018895026,0.0019736537,0.0006978871,0.0013402171,4.79423e-05,0.0009558347,0,-0.0207955125,0.0030084556,-0.0052320672,-0.0008539297,-0.002368064,0.0005021571,-0.0007453972,0.0006690858,-0.000886049,-0.2341335933,0.0208847529,-0.0112445891,0.0035697401,-0.0045607976,-0.0004280598,-0.0029807691,-0.0013844721,-0.0006211464,-0.0011397607,0.199672617,0.072963924552772
E21,2556,1,827.6822282684,634.5556017034,427793,429862.5,4034.934700697,506.020117108,163.2036006568,922.1764702788,235.2923236667,1012.0402342159,326.4072013136,1844.3529405577,544.3329057082,122.8962769533,1820.4642265093,1830.6259225145,333.9820739984,5.6504664515,0.6088981564,0.9741796814,0.3301950181,0.9944490593,5.4812101159,1.4291871123,2.2164317441,1.8640486902,0.9951856698,0.9242957964,0.8175585356,38.0574203853,2.1506018948,0.3289395927,0.2228088542,0.0433284221,1.2630190742,0.9039985945,7.578128038,0.6670853366,20.4821185638,396.0745130469,1.2201088044,1.5539065717,1.2630190742,0.4695132108,0.3457431223,0.6912165168,0.6428647598,1,0.0021628385,0.1050940959,0.001932772,0.0370006714,0.0012085989,0.0185024469,0.0006669307,0.0112608681,0.0002661635,0,0.0012586088,0.0046439192,0.0010428707,0.0017064562,0.0003289924,0.0015734243,0.0006278192,0.0011446838,0.0004081095,0,-0.0012934725,0.0016116327,0.0002941406,0.0009811749,-6.873e-05,-7.4932e-06,-0.0005310136,0.000612777,-0.0002440619,-0.2297595841,0.0193959278,-0.016579683,0.0033711909,-0.0057276549,-1.9468e-06,-0.0019107932,0.0007671522,-0.001413681,-0.0001946826,0.1860713427,0.0775865897758963
E21,2557,1,815.9634521182,669.1001961346,448430,451737,3962.5478323451,491.7534063589,162.6257995033,887.2296527669,220.5768224949,983.5068127179,325.2515990065,1774.4593055338,521.8356094013,134.7152253754,1738.8639969819,1758.4651007135,361.4962636631,5.4556512895,0.5793286779,0.9661031261,0.3588851496,0.9888532882,4.8644074019,1.4175647563,2.2788141219,1.8691604002,0.9926793687,0.896672277,0.7944251134,35.0150197882,2.2293974534,0.3575822371,0.2335572917,0.0348329134,1.6191821152,0.9055010091,9.5671926236,0.6297494534,20.1367992224,388.5376784175,1.2718027994,1.6580837989,1.6191821152,0.5093041094,0.3249860083,0.6888965593,0.6186253924,1,-0.0012820423,0.1068807891,0.0028402943,0.0363773077,0.0017707411,0.018683851,0.0014231014,0.0102758751,0.0002238563,0,-0.0037204269,0.0037237935,-0.0029345109,0.0010668216,-0.0020397344,0.0006163647,-0.0017150662,0.0001297216,-0.0008288614,0,0.0194637199,-0.0011781962,0.0027720538,0.0015870432,0.0027726592,0.0006602,0.0002106238,-0.0004962022,0.0010988519,-0.2605806318,0.0249768002,-0.0208579088,0.0071896668,-0.0057486429,-0.0002412723,-0.0026458372,0.0001644567,-0.0019066514,-0.0011517442,0.2039595408,0.0951542046696251
E21,2558,1,794.5568983847,651.3338213763,392227,394309.5,3832.9864325251,480.3010109351,148.0501623913,870.2366442731,219.6040900372,960.6020218702,296.1003247825,1740.4732885462,514.1206339414,120.7453289447,1721.8725272215,1730.6387496501,332.9073612421,5.8779850709,0.5889936422,0.9720296978,0.3354847522,0.9949346896,5.1985595728,1.4689003547,2.2260570233,1.8574755428,0.9947186157,0.880340216,0.8076390227,37.4573524819,2.1871223384,0.3341581305,0.2042848958,0.0509146542,1.450421142,0.8889163432,7.5285082599,0.6519764102,20.6464978175,403.906397419,1.1723409546,1.5301895896,1.450421142,0.490398739,0.291617763,0.6381569662,0.5884786388,1,0.0007498774,0.1043568866,0.0012680516,0.0371062017,0.0015482624,0.0184244033,0.0012401584,0.0104026286,0.0006491833,0,-0.0030381307,0.0043235146,-0.0043034318,0.0023212576,-0.0031775712,0.0024402906,-0.0021751506,0.0020610385,-0.0017962399,0,0.0266805591,-0.003434847,0.0053757468,-0.0028293293,0.0031621836,-0.000924398,0.0016936841,-0.000434755,0.0012603398,-0.2370483635,0.0174190249,-0.0112060012,0.0044930654,-0.0061202535,0.0003948546,-0.0033643048,-0.0003413792,-0.001649212,-0.0009686293,0.2045591094,0.073623182493811
E21,2559,1,832.1623615796,650.0915752032,379160,383793.5,4064.1062735723,496.2979806266,142.0767375051,922.5303474077,241.7415282122,992.5959612532,284.1534750102,1845.0606948153,541.1245153266,109.1654689965,1820.532889019,1834.3599112406,299.221892784,6.4931836387,0.6028675417,0.9794394882,0.2884710709,0.9924622087,6.1304334859,1.4476227574,2.2323717951,1.9048279592,0.9879271014,0.8980595748,0.8368793981,43.5619785919,2.0530108513,0.2872221911,0.1974791667,0.0518665172,1.8323799551,0.8874143201,9.1377132353,0.6246229961,23.1250509675,513.5797377615,1.150946554,1.5459512774,1.8323799551,0.5279695951,0.246581968,0.5940023589,0.5535292607,1,0.0022163867,0.1080259514,0.0003488468,0.0368267161,0.0006110298,0.0184152202,4.49072e-05,0.0113450259,8.96056e-05,0,-0.0079456746,0.0066585292,-0.0034275919,0.0029119694,-0.0021798388,0.002133455,-0.0019032625,0.0014799422,-0.0010495896,0,0.0067327765,0.0042264514,0.0012079712,-0.0010403341,0.001041944,0.000700774,-0.0012759542,0.0019105366,-0.0002480549,-0.2033972484,0.0195343239,-0.0165870428,0.0046721334,-0.0081873304,-0.001326238,-0.0010163587,-0.0003650317,-0.001637988,0.0013879432,0.2288328839,0.100796497520836
E21,2560,1,825.7871493143,582.2104001996,336239,348219,3823.371208836,476.6249372468,117.2444019664,882.1107806682,230.5653366546,953.2498744937,234.4888039328,1764.2215613364,519.3388622987,102.9641660506,1732.5507207583,1737.2608879247,280.254342789,7.5236920985,0.6109520657,0.9801494475,0.2890447053,0.9972887393,6.1988723195,1.4480024875,2.2067874626,1.8950891426,0.9655963632,0.89144414,0.838680336,43.4755260412,2.0672011854,0.28771785,0.1751244792,0.0363646813,1.4246874795,0.9224300175,10.1832396651,0.6509323215,21.1368580115,428.8433800685,1.2991386645,1.6626414252,1.4246874795,0.4913530104,0.3609249693,0.7205648499,0.5890183225,1,-0.0022037195,0.1057237695,0.0016370782,0.0367089208,0.0006500385,0.0182131848,-0.0001735286,0.0109475441,8.07351e-05,0,0.0020976725,0.0040043267,0.0033664695,0.0014161812,0.0026114678,0.0012241974,0.00207586,0.0007680645,0.0017331577,0,-0.0364591807,-0.0058280141,-0.0126243722,-0.0032685806,-0.0031144101,-0.0005706407,-0.0019834008,-8.97939e-05,-0.0017362128,-0.198757257,0.0191904431,-0.0150055738,-0.0004902327,-0.0098218835,-0.0046461753,-0.003330966,-0.0008406019,-0.0018898548,-0.000455308,0.1729831281,0.0897427127727599
E21,2561,1,816.8020985384,668.1926841386,294292,296797,3565.2879477153,442.163776042,103.9092180049,819.450673606,214.1280218355,884.3275520841,207.8184360097,1638.9013472121,481.6365272246,96.7973721408,1614.3844027988,1626.2233542904,262.5059508874,7.8862173091,0.6286677547,0.97959617,0.2909370952,0.992719972,6.1949961469,1.4505773449,2.2084504419,1.8876648644,0.9915598877,0.8257065588,0.8385793992,43.1927410535,2.064950548,0.2895318001,0.1532770833,0.0571243395,1.273714684,0.9104543728,8.1120987377,0.675083861,19.8216013795,374.9314502044,1.1733636628,1.4976848338,1.273714684,0.4753090976,0.3257806753,0.6646458912,0.656215606,1,-0.0011625918,0.1047155501,-0.0005904968,0.0368011913,0.0005170572,0.018906019,0.001005569,0.0114410979,0.0010777184,0,-0.0013126578,0.0067639466,-0.0026262611,0.0049363576,-0.0013654027,0.0034900124,-0.00103134,0.0018682316,-0.0018202598,0,0.0379392191,0.0025269899,0.0082051697,0.0014900863,0.0034271527,0.000532024,0.0023931856,0.000670862,0.0007142739,-0.2001975021,0.0175563864,-0.0163461729,0.0026107186,-0.004684827,-0.0011894699,-0.0038642069,-0.0005974827,-0.0023569645,-0.0007877136,0.1976968647,0.121287700651054
E21,2562,1,812.0538135729,609.0110465639,324161,326405,3956.1722907503,484.3357113162,128.0521550181,902.9266206889,239.8162681214,968.6714226324,256.1043100361,1805.8532413779,532.059547319,94.8011476927,1803.2620441855,1804.1732965516,265.0393468034,7.0512411178,0.6169542978,0.9839983264,0.2602676758,0.9994949197,6.8071903976,1.4751216588,2.193897611,1.9119215724,0.9931251053,0.9152554653,0.8530965139,48.2824867708,2.0196115764,0.2590055228,0.1688338542,0.0441200527,1.8861886234,0.886833318,9.3336746728,0.6194144694,21.4005188455,439.2836045228,1.2055914019,1.6065259655,1.8861886234,0.530680721,0.2703735536,0.6285885668,0.533199817,1,0.0042378421,0.1052788441,0.0040652152,0.0365215529,0.0010165201,0.0190395817,-0.0001764698,0.0127421721,-0.0009071357,0,-0.0055915327,0.0084041025,-0.0052217342,0.0067841434,-0.0046720453,0.004569167,-0.0035104137,0.0031706056,-0.0015702323,0,-0.0008567722,-0.0003609569,-6.4169e-06,0.0006039636,0.0003387648,0.0004350817,0.0006688594,-2.66921e-05,0.0006021543,-0.1803791644,0.0095536477,-0.0099531594,-0.0015784039,-0.0070752124,-0.0019429777,-0.0029410385,-0.0026830369,-0.0014266671,-0.0019900915,0.2491397517,0.0931512427466598
E21,2563,1,832.0554431096,634.7774651159,377550,380223.5,3886.5255377685,482.120678048,155.6559056953,887.9135554337,226.504752891,964.2413560961,311.3118113905,1775.8271108674,520.2775021432,114.1914678563,1750.0085714076,1762.1588616458,322.9792020532,5.7043358006,0.6079450522,0.9756165836,0.314095191,0.9931048837,5.4559514992,1.5074577222,2.2208608582,1.8639176012,0.9929686093,0.919751451,0.8167139132,40.0081598615,2.1285234499,0.3127915566,0.196640625,0.0464164735,1.6612343861,0.8859723141,8.2843466584,0.6309952604,19.2120875776,351.866126893,1.2012582062,1.5888584753,1.6612343861,0.5137345733,0.2814822192,0.6372856426,0.5740681554,1,0.0013994766,0.1073705752,0.0024072036,0.038138932,0.0014360816,0.0191785686,0.0002294112,0.0114976408,0.0002064697,0,0.0015991246,0.0037288012,0.0001365781,0.0020420132,0.0005972151,0.0012106796,0.000460722,0.0008645617,0.0001330522,0,0.0031144882,0.002895646,0.0021822893,0.0006961643,0.0010829664,0.0011017899,0.0004258393,-2.80302e-05,0.0006592825,-0.22218036,0.0207689969,-0.0086494248,0.0015508732,-0.0051582182,0.0003595495,-0.0027447473,-0.001011775,-0.0020254816,-0.0010672178,0.1924681322,0.0727983048602834
E21,2564,1,778.0021594026,640.091841182,321993,326342,3849.5204871346,473.7494012297,117.3198918911,890.0007916222,234.448508111,947.4988024593,234.6397837821,1780.0015832444,519.6209101143,96.854428223,1756.3954566099,1768.1496244797,264.2042851446,7.5861030664,0.6008725032,0.9824750009,0.27305053,0.9933522776,6.6923578606,1.4508163456,2.1917162634,1.8941191635,0.9866734898,0.8681420707,0.8505758328,46.0221432791,2.0206970181,0.2717496958,0.1677046875,0.0334952022,1.3313144971,0.9151401462,8.8441950944,0.6593883671,24.9526060844,588.8041119156,1.3145298929,1.6655667058,1.3313144971,0.4822177999,0.3784339857,0.7351754831,0.5875381254,1,0.0010305512,0.1081730222,0.0005619204,0.0383621773,0.0006375994,0.0192319608,0.0002548907,0.0115159713,3.2818e-06,0,-0.0020308396,0.0058683188,-0.0021021869,0.0023747438,-0.001656115,0.00135217,-0.0012316355,0.0009101685,-0.000794042,0,0.0201023766,0.0046821614,0.0056822393,0.0041752895,0.0023853551,0.0022026888,0.0012937801,0.0003870982,0.0010910321,-0.1871491987,0.0096351704,-0.0122411887,0.0027418862,-0.0050347206,-4.11161e-05,-0.0028916099,-0.0012472493,-0.0025352304,-0.0006846772,0.1725812238,0.0951169745926154
E21,2565,1,813.8004363429,559.1459378313,328475,332011.5,3790.809809016,470.5702396578,131.9637522743,869.6811096274,227.7051934032,941.1404793156,263.9275045486,1739.3622192548,512.9705374406,100.6484469441,1730.0248553128,1736.6034504097,284.8676631934,6.5903029782,0.6068006781,0.980562484,0.2872421666,0.9962118035,6.0961761365,1.5060572854,2.1911880615,1.8752728068,0.9893482605,0.9240653944,0.8359627449,43.7483492142,2.0665766671,0.2859173416,0.1710807292,0.0457815541,1.3288248835,0.8943025884,7.2859859283,0.6687773394,24.7952824449,579.9193190301,1.2134207669,1.5474282299,1.3288248835,0.4794226031,0.3361556204,0.6818937239,0.6238798604,1,0.0009594926,0.1066922255,0.0013007204,0.0371229884,-2.97355e-05,0.0186755673,3.98877e-05,0.0112275145,-0.000240258,0,0.0022029556,0.0069200233,0.0014073592,0.0025339615,0.001753702,0.0020793092,0.0017874495,0.0018167763,0.0015173988,0,-0.0097502625,0.0038378443,-0.0035135751,0.0002110387,-0.0042876467,-0.000146648,-0.002129051,0.0007559164,-0.0010384603,-0.1991176745,0.0139251271,-0.0084751768,-0.0039012229,-0.0059516199,-0.0022491199,-0.0019470352,-0.0014109626,-0.0002829529,-0.0011488169,0.1835276189,0.0929203135702869
E21,2566,1,853.6744763395,586.2381444853,370953,375081.5,3901.6138495231,482.2153121384,138.1359108036,887.6706683763,229.1673299581,964.4306242768,276.2718216072,1775.3413367525,522.1535840218,111.3027316457,1747.2269457629,1758.7912051775,301.4330182444,6.4260673652,0.6186906096,0.9770171071,0.3062246757,0.9934248822,5.8347662622,1.4291776625,2.2330320964,1.8937811745,0.9889930588,0.9055097314,0.8286135288,41.0364402789,2.1042061808,0.304918722,0.1932046875,0.0516251826,1.4667619646,0.8658794107,6.4680715788,0.6464836212,25.5229773822,614.2870830045,1.1532921431,1.5201375091,1.4667619646,0.4940197712,0.2706720513,0.6154984269,0.4857113467,1,-0.0021721502,0.1067685476,0.0012240411,0.0375532595,0.0006201581,0.0190414627,0.00060082,0.0112645933,8.97304e-05,0,-0.0074312408,0.004040372,-0.0020490491,0.0025043934,-0.0009932068,0.0015471202,-0.000254,0.0014567421,-0.0001318649,0,-0.0197224799,-0.0047957808,-0.0051905528,-0.0028664271,-0.0016317747,-0.0014159829,-0.002057683,-0.0002984321,9.01777e-05,-0.2160440633,0.0178436472,-0.0151330171,0.0011550469,-0.0044762412,-0.0011742036,-0.001906571,-0.0008287869,-0.0021982162,-0.0014243562,0.2096799919,0.105277487983653
E21,2567,1,802.7634373261,610.468615928,305709,307737.5,3664.0402563943,457.0264556834,111.8966364703,849.0856386807,222.4578106356,914.0529113668,223.7932729405,1698.1712773614,499.0331410154,96.4862091158,1667.3466946019,1687.8084813466,264.0939207112,7.5881247682,0.6200262574,0.9811305775,0.2861525467,0.9878767129,6.3909403018,1.4580531134,2.1975275258,1.8771636597,0.9934083431,0.9280814795,0.8435285024,43.9149354467,2.0544410393,0.2847887521,0.1592234375,0.0429265913,1.4599849699,0.8879620891,7.5155845828,0.6571477412,19.1637125222,345.7125552784,1.2441644834,1.5958828049,1.4599849699,0.4892738021,0.3360289157,0.6894103657,0.6251753633,1,0.0015794595,0.1062725517,0.000544936,0.0379227564,0.0001064039,0.0187701631,-0.0003508191,0.011096226,6.07072e-05,0,-0.0018443552,0.0053722522,-0.004058678,0.0034045283,-0.0021059762,0.002548154,-0.0024317283,0.0015694041,-0.0021223921,0,0.0274486218,-0.0043086051,0.0051642188,-0.0023343645,0.0031932682,0.0004703249,0.0022927913,7.5511e-06,0.0004622508,-0.1947821026,0.0131514812,-0.014010707,-0.0025664634,-0.0059453064,-0.0011383456,-0.0034631775,-0.0022321331,-0.0017652027,-0.0010987588,0.191591759,0.0787938856886778
E21,2568,1,817.8976316872,583.5800586226,376025,383444,3783.7194052204,475.4491997256,119.0647745933,863.604975952,222.9506476993,950.8983994512,238.1295491866,1727.2099519041,512.0791474017,116.2657301424,1694.540940786,1702.9652781574,311.6354858192,7.2532365589,0.6125775555,0.9738839404,0.3300568415,0.9950531362,5.4646064253,1.4113540637,2.232887571,1.8781485011,0.9806516727,0.9314499238,0.8170042045,38.0733529352,2.1325311437,0.3287059806,0.1958463542,0.0627305928,1.2425701943,0.9003928991,7.2373574909,0.6797457288,22.6631781378,486.9623676332,1.1398069367,1.4593876555,1.2425701943,0.4654165207,0.3096976259,0.6437123714,0.5547828417,1,-0.0021781735,0.1047831994,0.0016331898,0.0355800831,0.000788946,0.0176166985,0.0004928913,0.0108126669,-0.0002712519,0,0.0014048858,0.002867842,0.0047716382,0.0020407352,0.0031301365,0.0009112037,0.0020267395,0.0011422646,0.0015720853,0,-0.045393934,-0.0115791366,-0.008233074,-0.0045433135,-0.0011694561,-0.0020792587,-0.000664882,-0.0008302971,-0.0007543829,-0.2275381856,0.0166887806,-0.0260701071,-0.0007187612,-0.0084517623,-0.000296824,-0.0036914005,-0.0021271256,-0.0016962678,-0.0030072796,0.1765173313,0.0800265939764643
E21,2569,1,824.5224156436,569.7683639171,416562,418841,4038.1945853268,495.6545286658,140.2572380577,888.631402027,234.109767567,991.3090573316,280.5144761154,1777.2628040541,534.6511919103,120.8806741311,1772.6773536095,1775.8322431099,317.084061814,6.3357258016,0.6077947364,0.9741058154,0.3210073893,0.9982234304,5.600509319,1.3517510016,2.2780200678,1.9294582281,0.9945587944,0.8871570142,0.821444811,39.1466708652,2.1171885899,0.3197466692,0.216959375,0.038854063,2.4040622497,0.8649663071,9.9017125983,0.5714647191,22.6993796713,495.1637320575,1.2061029571,1.6699610737,2.4040622497,0.5797254186,0.2186905887,0.5802344541,0.5147244489,1,0.0036065469,0.1073852957,-0.0002614353,0.0363762894,0.0001955315,0.017155779,-0.0006135617,0.0100306807,-9.31055e-05,0,0.0015861875,0.0057403988,0.0013001459,0.0029650718,0.0015881315,-0.0006713457,0.001621095,0.00031002,-0.0001626116,0,-0.0225818509,0.0029154026,-0.0053270942,0.0037475531,-0.0018451967,0.0017758521,-0.0013339177,0.0007726007,-0.0016272424,-0.2279610202,0.0121082709,-0.0227439254,0.002210627,-0.0071460554,0.0006559999,-0.0056532274,0.0007673045,-0.0030587818,0.0002343497,0.2593989589,0.185732255942693
E21,2570,1,807.8846565962,582.0915500135,364622,366309,3951.4616126316,489.8608282704,131.690009919,905.1059925919,238.2395974939,979.7216565409,263.3800198379,1810.2119851839,534.308993024,105.9134744047,1799.8780514246,1802.1061206301,283.8319686089,6.87300421,0.608084686,0.9801565152,0.2934520842,0.9987636304,6.3492006537,1.4028098356,2.1954051884,1.8943331219,0.9953945985,0.9179112002,0.8424998587,42.82256385,2.0561688041,0.2921804816,0.1899072917,0.0431988571,1.8359850164,0.8947010078,9.7179610044,0.6305888698,19.7780274892,376.8750933458,1.2351249563,1.6213474634,1.8359850164,0.5240400199,0.2990430769,0.6592594249,0.555010792,1,0.0003770707,0.1073253244,0.0005860777,0.0378487298,0.0005230285,0.0189743239,0.0003018373,0.0112786015,6.1293e-05,0,-0.000515178,0.006449234,0.001197687,0.0026639347,0.0007907713,0.0019388971,0.0009324029,0.0011623975,0.0007200404,0,-0.0127455822,0.0031722497,-0.002458109,0.0021065699,-0.0019112425,0.0017382859,-0.0010435306,0.0013165287,-0.0003837839,-0.2010042788,0.0046599149,-0.0155013383,-0.0008118993,-0.0058438234,-0.0025460384,-0.0029664597,-0.0006713953,-0.0017320582,-0.001272171,0.1721384195,0.0893582943431828
E21,2571,1,828.5206521382,576.1991424707,453556,458583,4070.189534693,515.8040831464,168.4128953884,928.6252753996,234.6450143388,1031.6081662928,336.8257907768,1857.2505507992,551.5864705028,129.7986076214,1826.283658143,1846.1099589016,356.0351906713,5.5139796347,0.6359119925,0.9719182643,0.3440420398,0.9892604985,5.1851895747,1.4491707997,2.2286732494,1.8482839496,0.9890379713,0.9262135122,0.8071430204,36.5256833739,2.1982315908,0.3427999246,0.2362270833,0.0429841132,1.4899336245,0.8669765622,6.6002673254,0.6371444204,20.2559823972,383.3129993587,1.219126993,1.5905031199,1.4899336245,0.4982107234,0.3043769027,0.6597908247,0.5856579442,1,-0.0015569092,0.1031359997,0.0001955304,0.0347949296,-7.28004e-05,0.0181976244,-0.0001100345,0.0110138788,-0.0002919352,0,0.0002006827,0.0071365086,0.001877179,0.0056930214,0.0023358062,0.0041521784,0.0018143147,0.0035256229,0.0015188976,0,-0.0111264549,-0.0134601576,-0.0068839966,-0.0059414961,-0.0019578164,-0.0022097967,-0.000947778,-0.0014818467,-0.0001674146,-0.2411902213,0.0157300485,-0.0168273742,-0.0026497521,-0.0048609738,-0.0021461413,-0.001930333,-0.001972992,-0.0014857923,-0.00203215,0.1946983092,0.0659499598726508
E21,2572,1,842.2218821303,615.328985312,402506,405236.5,4076.0301551265,508.8060726542,148.0141113795,930.8532473513,243.8830751004,1017.6121453084,296.0282227589,1861.7064947025,552.613001487,113.8561940252,1847.3096654324,1861.1039606693,311.2627438732,6.2889493351,0.6210051531,0.978545166,0.3044440187,0.9925881114,5.9792056624,1.439214137,2.2064682665,1.8763085195,0.9932619594,0.9180287968,0.832753704,41.2764575572,2.0862705313,0.3032081078,0.2096385417,0.0382860753,1.5666044527,0.8933197442,8.3425229502,0.6349775518,19.7044787806,368.4810029028,1.2470272892,1.6249116753,1.5666044527,0.5038812547,0.3142669216,0.6741366546,0.61604244,1,-0.0011349633,0.1058781919,0.0015884356,0.0369604453,0.001456228,0.0190936543,0.0005886904,0.0112638182,0.0001317748,0,-0.0003085981,0.0035431548,-0.0002579109,0.0014985853,0.0001711981,0.0008962512,0.0006216145,0.0010335336,0.0004074538,0,-0.0060367148,0.0025951147,-0.0042371753,-0.0001555381,-0.0005509391,-0.0007220781,-0.0004350141,-0.0007702125,-0.0002168906,-0.2095901343,0.0202327433,-0.016670543,0.0027055333,-0.0045563968,-0.0006506794,-0.0024420682,-0.0013799806,-0.0012007092,-0.0005661257,0.1942155805,0.0747715562004045
E21,2573,1,855.4347805844,598.499944488,467040,469385.5,4097.55497502,505.3624071946,174.5006555174,918.0125477987,230.8057855056,1010.7248143891,349.0013110348,1836.0250955973,538.8487634735,135.2352466937,1791.3126471948,1797.5547600723,354.1357368202,5.2607971304,0.6101515607,0.967994686,0.3495540704,0.9965274422,5.0758920187,1.3630061225,2.2874594122,1.9043421816,0.9950030412,0.9108497005,0.8029902929,35.9497190247,2.1895569302,0.3483004239,0.24325,0.0323376804,1.9382288313,0.9244579671,13.8288103845,0.6084465044,16.2223605273,272.0376966516,1.3005414711,1.715103503,1.9382288313,0.5373609359,0.3169138881,0.6898558087,0.6131412714,1,0.0087230019,0.106484383,0.00346524,0.0340175281,0.0023175601,0.0182276947,0.0010888945,0.0101134424,0.0007580265,0,0.0184153716,0.0008313281,0.0087811796,-0.0009510659,0.0079024111,-0.0006232423,0.0044953045,-9.09274e-05,0.0034137679,0,-0.0051365847,-0.0008556615,-0.0036943243,-0.0022723735,-0.0001477908,-0.0004946743,0.0009716527,-0.0005959083,0.0004176879,-0.2543017409,0.0234347787,-0.0260748367,0.0136384917,-0.0085574638,0.0026140664,-0.0053897494,0.0008571345,-0.0036902149,0.0003821117,0.1892198394,0.112405789653991
